Date,Open,High,Low,Close,Adj Close,Volume
2008-09-18,3.597500,3.612600,3.552000,3.645600,3.645600,0
2008-09-19,3.645600,3.645600,3.523600,3.613300,3.613300,0
2008-09-22,3.613300,3.613300,3.522700,3.588800,3.588800,0
2008-09-23,3.588800,3.588800,3.523300,3.625400,3.625400,0
2008-09-24,3.625400,3.625400,3.559400,3.634300,3.634300,0
2008-09-25,3.634300,3.645800,3.567200,3.645800,3.645800,0
2008-09-26,3.645800,3.645800,3.625600,3.644800,3.644800,0
2008-09-29,3.635300,3.663500,3.633400,3.661500,3.661500,0
2008-09-30,3.661500,3.707900,3.655000,3.700000,3.700000,0
2008-10-01,3.700000,3.701500,3.682100,3.694000,3.694000,0
2008-10-02,3.694000,3.781200,3.683900,3.747400,3.747400,0
2008-10-03,3.747400,3.811000,3.747400,3.747400,3.747400,0
2008-10-06,3.747400,3.936900,3.747400,3.908100,3.908100,0
2008-10-07,3.908100,3.913900,3.859600,3.885200,3.885200,0
2008-10-08,3.885200,3.898800,3.661200,3.826700,3.826700,0
2008-10-09,3.826700,3.826700,3.713300,3.791900,3.791900,0
2008-10-10,3.791900,3.877300,3.721000,3.764800,3.764800,0
2008-10-13,3.750800,3.760000,3.688800,3.742500,3.742500,0
2008-10-14,3.742500,3.742500,3.703400,3.725900,3.725900,0
2008-10-15,3.725900,3.773500,3.714500,3.741100,3.741100,0
2008-10-16,3.741100,3.790800,3.647000,3.754200,3.754200,0
2008-10-17,3.754200,3.754200,3.599800,3.693700,3.693700,0
2008-10-20,3.693700,3.693700,3.569700,3.639500,3.639500,0
2008-10-21,3.639500,3.639500,3.561900,3.582200,3.582200,0
2008-10-22,3.582200,3.586200,3.433000,3.524800,3.524800,0
2008-10-23,3.524800,3.546800,3.433200,3.595500,3.595500,0
2008-10-24,3.595500,3.674600,3.487600,3.674600,3.674600,0
2008-10-27,3.528200,3.670900,3.525200,3.644400,3.644400,0
2008-10-28,3.644400,3.664900,3.595500,3.682600,3.682600,0
2008-10-29,3.682600,3.682600,3.523300,3.627100,3.627100,0
2008-10-30,3.627100,3.629400,3.504200,3.597500,3.597500,0
2008-10-31,3.597500,3.650100,3.590400,3.650100,3.650100,0
2008-11-03,3.628000,3.645400,3.594200,3.640700,3.640700,0
2008-11-04,3.640700,3.647800,3.566600,3.646500,3.646500,0
2008-11-05,3.646500,3.646500,3.572100,3.647300,3.647300,0
2008-11-06,3.647300,3.689400,3.586900,3.675000,3.675000,0
2008-11-07,3.675000,3.691700,3.613700,3.691700,3.691700,0
2008-11-10,3.623300,3.705600,3.610000,3.699000,3.699000,0
2008-11-11,3.699000,3.765000,3.692500,3.748700,3.748700,0
2008-11-12,3.748700,3.820900,3.748700,3.795900,3.795900,0
2008-11-13,3.795900,3.809700,3.734700,3.762400,3.762400,0
2008-11-14,3.762400,3.762400,3.666500,3.698300,3.698300,0
2008-11-17,3.686900,3.759800,3.658700,3.748500,3.748500,0
2008-11-18,3.748500,3.812800,3.747300,3.812800,3.812800,0
2008-11-19,3.812800,3.812800,3.774300,3.807500,3.807500,0
2008-11-20,3.807500,3.817600,3.758600,3.775800,3.775800,0
2008-11-21,3.775800,3.782300,3.726400,3.766100,3.766100,0
2008-11-24,3.766100,3.778200,3.739800,3.755200,3.755200,0
2008-11-25,3.755200,3.764500,3.735100,3.757300,3.757300,0
2008-11-26,3.757300,3.810200,3.749100,3.791400,3.791400,0
2008-11-27,3.791400,3.827300,3.769600,3.827300,3.827300,0
2008-11-28,3.827300,3.827300,3.721900,3.748100,3.748100,0
2008-12-01,3.739900,3.777700,3.726800,3.777700,3.777700,0
2008-12-02,3.777700,3.783800,3.732100,3.779000,3.779000,0
2008-12-03,3.779000,3.805700,3.768500,3.805700,3.805700,0
2008-12-04,3.805700,3.810400,3.742800,3.810400,3.810400,0
2008-12-05,3.810400,3.815500,3.787300,3.815500,3.815500,0
2008-12-08,3.815500,3.833300,3.795300,3.822200,3.822200,0
2008-12-09,3.822200,3.861100,3.819000,3.861100,3.861100,0
2008-12-10,3.861100,3.861100,3.824900,3.839000,3.839000,0
2008-12-11,3.839000,3.875300,3.831900,3.874000,3.874000,0
2008-12-12,3.874000,3.895000,3.855000,3.877300,3.877300,0
2008-12-15,3.868600,3.910100,3.857400,3.892100,3.892100,0
2008-12-16,3.892100,3.916000,3.880300,3.916000,3.916000,0
2008-12-17,3.916000,3.918400,3.870400,3.910600,3.910600,0
2008-12-18,3.905000,3.931400,3.798400,3.931400,3.931400,0
2008-12-19,3.931400,3.931400,3.773500,3.891500,3.891500,0
2008-12-22,3.777600,3.890300,3.766600,3.890300,3.890300,0
2008-12-23,3.890300,3.918500,3.865000,3.900700,3.900700,0
2008-12-24,3.900700,3.901700,3.900700,3.900700,3.900700,0
2008-12-25,3.900700,3.900700,3.900700,3.900700,3.900700,0
2008-12-26,3.900700,3.900700,3.900700,3.900700,3.900700,0
2008-12-29,3.915000,4.053500,3.900500,4.017500,4.017500,0
2008-12-30,4.017500,4.061100,3.885400,3.978900,3.978900,0
2008-12-31,3.978900,3.978900,3.961400,3.961400,3.961400,0
2009-01-01,3.961400,3.961400,3.961400,3.961400,3.961400,0
2009-01-02,3.932200,3.947600,3.900200,3.978500,3.978500,0
2009-01-05,3.909800,4.018600,3.909800,4.008700,4.008700,0
2009-01-06,4.008700,4.027300,3.991700,4.027300,4.027300,0
2009-01-07,4.027300,4.082100,3.992500,4.051700,4.051700,0
2009-01-08,4.051700,4.136300,4.051700,4.103500,4.103500,0
2009-01-09,4.103500,4.201600,4.090500,4.201600,4.201600,0
2009-01-12,4.204100,4.279700,4.181900,4.225800,4.225800,0
2009-01-13,4.225800,4.306700,4.176600,4.232100,4.232100,0
2009-01-14,4.232100,4.263500,4.161600,4.229400,4.229400,0
2009-01-15,4.229400,4.266400,4.211900,4.256500,4.256500,0
2009-01-16,4.256500,4.256500,4.208500,4.236000,4.236000,0
2009-01-19,4.229600,4.263800,4.162600,4.263800,4.263800,0
2009-01-20,4.263800,4.297200,4.243300,4.294500,4.294500,0
2009-01-21,4.294500,4.294500,4.238700,4.274300,4.274300,0
2009-01-22,4.274300,4.294000,4.227900,4.274300,4.274300,0
2009-01-23,4.274300,4.291300,4.229200,4.268100,4.268100,0
2009-01-26,4.240900,4.243000,4.171400,4.226800,4.226800,0
2009-01-27,4.226800,4.226800,4.147800,4.209700,4.209700,0
2009-01-28,4.209700,4.209700,4.154500,4.200000,4.200000,0
2009-01-29,4.200000,4.207600,4.166800,4.198600,4.198600,0
2009-01-30,4.198600,4.262700,4.183100,4.260600,4.260600,0
2009-02-02,4.248600,4.278800,4.235600,4.273300,4.273300,0
2009-02-03,4.276600,4.276600,4.242700,4.246000,4.246000,0
2009-02-04,4.266400,4.271200,4.244400,4.250000,4.250000,0
2009-02-05,4.273100,4.273100,4.189100,4.200000,4.200000,0
2009-02-06,4.245000,4.245000,4.161500,4.199100,4.199100,0
2009-02-09,4.183900,4.218200,4.179100,4.189300,4.189300,0
2009-02-10,4.201400,4.216500,4.182400,4.192000,4.192000,0
2009-02-11,4.200000,4.245800,4.194200,4.233000,4.233000,0
2009-02-12,4.237400,4.262000,4.226700,4.244500,4.244500,0
2009-02-13,4.261300,4.261300,4.232100,4.241000,4.241000,0
2009-02-16,4.251400,4.274300,4.240000,4.273600,4.273600,0
2009-02-17,4.273600,4.291400,4.245700,4.256400,4.256400,0
2009-02-18,4.278500,4.278500,4.228400,4.228700,4.228700,0
2009-02-19,4.247400,4.247400,4.202200,4.217900,4.217900,0
2009-02-20,4.214400,4.246100,4.213200,4.237500,4.237500,0
2009-02-23,4.225200,4.250600,4.216800,4.224800,4.224800,0
2009-02-24,4.250600,4.250600,4.221700,4.235800,4.235800,0
2009-02-25,4.251700,4.251700,4.217300,4.236100,4.236100,0
2009-02-26,4.237700,4.247500,4.229800,4.243300,4.243300,0
2009-02-27,4.249700,4.258000,4.234100,4.241800,4.241800,0
2009-03-02,4.257000,4.267700,4.244200,4.260400,4.260400,0
2009-03-03,4.261400,4.261400,4.242500,4.250600,4.250600,0
2009-03-04,4.249200,4.252100,4.231600,4.234300,4.234300,0
2009-03-05,4.252100,4.252100,3.783200,3.784100,3.784100,0
2009-03-06,4.245000,4.245000,4.225900,4.236700,4.236700,0
2009-03-09,4.242000,4.256900,4.235000,4.256100,4.256100,0
2009-03-10,4.255800,4.255800,4.234700,4.239100,4.239100,0
2009-03-11,4.254000,4.254000,4.226300,4.231700,4.231700,0
2009-03-12,4.243600,4.243600,4.222300,4.227300,4.227300,0
2009-03-13,4.227300,4.244800,4.212500,4.228200,4.228200,0
2009-03-16,4.239900,4.247900,4.229700,4.247900,4.247900,0
2009-03-17,4.247900,4.252500,4.229500,4.244900,4.244900,0
2009-03-18,4.254000,4.254000,4.238900,4.248500,4.248500,0
2009-03-19,4.251300,4.265100,4.238500,4.248500,4.248500,0
2009-03-20,4.264000,4.264000,4.240800,4.248500,4.248500,0
2009-03-23,4.249300,4.255100,4.241300,4.243500,4.243500,0
2009-03-24,4.243500,4.254100,4.238600,4.245000,4.245000,0
2009-03-25,4.254100,4.254100,4.222600,4.228000,4.228000,0
2009-03-26,4.228000,4.243400,4.186300,4.186300,4.186300,0
2009-03-27,4.232200,4.232200,4.183300,4.195400,4.195400,0
2009-03-30,4.204200,4.204800,4.170500,4.176300,4.176300,0
2009-03-31,4.176300,4.194700,4.163600,4.184800,4.184800,0
2009-04-01,4.194700,4.194700,4.171500,4.179200,4.179200,0
2009-04-02,4.193600,4.193600,4.143100,4.170600,4.170600,0
2009-04-03,4.181500,4.181500,4.114700,4.113400,4.113400,0
2009-04-06,4.109800,4.128500,4.096500,4.114100,4.114100,0
2009-04-07,4.114100,4.126300,4.104500,4.117500,4.117500,0
2009-04-08,4.128000,4.149600,4.112800,4.117600,4.117600,0
2009-04-09,4.135700,4.135700,4.076300,4.082900,4.082900,0
2009-04-10,4.125200,4.125200,4.076500,4.076500,4.076500,0
2009-04-13,null,null,null,null,null,null
2009-04-14,4.125200,4.125200,4.072500,4.105200,4.105200,0
2009-04-15,4.112200,4.145600,4.102800,4.149500,4.149500,0
2009-04-16,4.138500,4.178600,4.134700,4.152500,4.152500,0
2009-04-17,4.162400,4.175500,4.151700,4.170900,4.170900,0
2009-04-20,4.175700,4.203800,4.146900,4.197100,4.197100,0
2009-04-21,4.176300,4.203200,4.176300,4.192200,4.192200,0
2009-04-22,4.203200,4.203200,4.181200,4.196400,4.196400,0
2009-04-23,4.200100,4.201200,4.188600,4.198700,4.198700,0
2009-04-24,4.203000,4.203000,4.179600,4.185600,4.185600,0
2009-04-27,4.185600,4.190600,4.146900,4.156500,4.156500,0
2009-04-28,4.161000,4.189000,4.157700,4.165900,4.165900,0
2009-04-29,4.165900,4.178600,4.123300,4.129800,4.129800,0
2009-04-30,4.124800,4.152500,4.121700,4.150100,4.150100,0
2009-05-01,4.151300,4.151300,4.150100,4.150100,4.150100,0
2009-05-04,4.150500,4.152400,4.125500,4.138800,4.138800,0
2009-05-05,4.152400,4.152400,4.105000,4.105800,4.105800,0
2009-05-06,4.108400,4.123100,4.097300,4.101500,4.101500,0
2009-05-07,4.123100,4.123100,4.050000,4.075600,4.075600,0
2009-05-08,4.082200,4.094000,4.068400,4.089500,4.089500,0
2009-05-11,4.085600,4.118900,4.075500,4.110200,4.110200,0
2009-05-12,4.110500,4.117600,4.098700,4.099700,4.099700,0
2009-05-13,4.102400,4.129800,4.096800,4.119600,4.119600,0
2009-05-14,4.127000,4.152500,4.120200,4.123000,4.123000,0
2009-05-15,4.123200,4.154200,4.122700,4.140700,4.140700,0
2009-05-18,4.130500,4.141600,4.111500,4.119100,4.119100,0
2009-05-19,4.111000,4.122300,4.092800,4.103800,4.103800,0
2009-05-20,4.101400,4.123500,4.092600,4.107500,4.107500,0
2009-05-21,4.123500,4.123500,4.107500,4.107500,4.107500,0
2009-05-22,4.113100,4.138200,4.106100,4.123000,4.123000,0
2009-05-25,4.122900,4.134500,4.116100,4.117500,4.117500,0
2009-05-26,4.121000,4.140100,4.115200,4.124200,4.124200,0
2009-05-27,4.128500,4.139500,4.122000,4.129100,4.129100,0
2009-05-28,4.129700,4.151100,4.129600,4.147700,4.147700,0
2009-05-29,4.145700,4.152300,4.123300,4.138400,4.138400,0
2009-06-01,null,null,null,null,null,null
2009-06-02,4.131000,4.145300,4.127000,4.136300,4.136300,0
2009-06-03,4.135700,4.171500,4.131900,4.162000,4.162000,0
2009-06-04,4.162800,4.181500,4.152600,4.162800,4.162800,0
2009-06-05,4.181500,4.181500,4.138800,4.164400,4.164400,0
2009-06-08,4.158700,4.174300,4.155500,4.165000,4.165000,0
2009-06-09,4.156700,4.170300,4.143400,4.149600,4.149600,0
2009-06-10,4.150300,4.153800,4.134900,4.144600,4.144600,0
2009-06-11,4.151900,4.154100,4.138800,4.142900,4.142900,0
2009-06-12,4.145600,4.155300,4.134900,4.148000,4.148000,0
2009-06-15,4.148500,4.176200,4.147300,4.176200,4.176200,0
2009-06-16,4.173900,4.199400,4.165800,4.184100,4.184100,0
2009-06-17,4.183800,4.190600,4.174400,4.179500,4.179500,0
2009-06-18,4.190600,4.192500,4.174700,4.192500,4.192500,0
2009-06-19,4.175600,4.182300,4.160800,4.162800,4.162800,0
2009-06-22,4.169900,4.182300,4.159400,4.180300,4.180300,0
2009-06-23,4.180600,4.193800,4.170500,4.183900,4.183900,0
2009-06-24,4.183900,4.186600,4.170900,4.175200,4.175200,0
2009-06-25,4.175200,4.186600,4.168400,4.173800,4.173800,0
2009-06-26,4.173800,4.184000,4.157500,4.167000,4.167000,0
2009-06-29,4.171000,4.179500,4.154100,4.161100,4.161100,0
2009-06-30,4.162200,4.170600,4.153500,4.161000,4.161000,0
2009-07-01,4.155100,4.164000,4.136800,4.142700,4.142700,0
2009-07-02,4.164000,4.164000,4.142200,4.159500,4.159500,0
2009-07-03,4.155000,4.165200,4.148800,4.152400,4.152400,0
2009-07-06,4.152500,4.171300,4.150500,4.156400,4.156400,0
2009-07-07,4.157500,4.173800,4.152200,4.161300,4.161300,0
2009-07-08,4.160600,4.177800,4.158500,4.161000,4.161000,0
2009-07-09,4.177800,4.180100,4.160100,4.165300,4.165300,0
2009-07-10,4.165700,4.179400,4.160300,4.174500,4.174500,0
2009-07-13,4.168600,4.184200,4.163500,4.173800,4.173800,0
2009-07-14,4.172100,4.177500,4.162300,4.168500,4.168500,0
2009-07-15,4.165600,4.180000,4.158700,4.168300,4.168300,0
2009-07-16,4.175200,4.194300,4.163200,4.185100,4.185100,0
2009-07-17,4.181900,4.203600,4.172400,4.192300,4.192300,0
2009-07-20,4.197300,4.198400,4.183500,4.188800,4.188800,0
2009-07-21,4.187900,4.199100,4.182100,4.185400,4.185400,0
2009-07-22,4.186400,4.199100,4.181900,4.187100,4.187100,0
2009-07-23,4.186600,4.196100,4.174900,4.185000,4.185000,0
2009-07-24,4.185000,4.196100,4.162000,4.162000,4.162000,0
2009-07-27,4.160400,4.184800,4.148100,4.161200,4.161200,0
2009-07-28,4.161800,4.162300,4.149100,4.150900,4.150900,0
2009-07-29,4.161200,4.176800,4.149700,4.167300,4.167300,0
2009-07-30,4.165500,4.173800,4.152900,4.155000,4.155000,0
2009-07-31,4.164200,4.169700,4.155200,4.161000,4.161000,0
2009-08-03,4.162400,4.169800,4.146300,4.152000,4.152000,0
2009-08-04,4.152400,4.168200,4.146900,4.153200,4.153200,0
2009-08-05,4.159700,4.168100,4.148800,4.152900,4.152900,0
2009-08-06,4.158700,4.165600,4.150400,4.160800,4.160800,0
2009-08-07,4.159700,4.176600,4.155600,4.162500,4.162500,0
2009-08-10,4.160500,4.168700,4.150900,4.159000,4.159000,0
2009-08-11,4.160600,4.175300,4.155600,4.168800,4.168800,0
2009-08-12,4.175300,4.182300,4.160500,4.169700,4.169700,0
2009-08-13,4.173100,4.182300,4.154900,4.162700,4.162700,0
2009-08-14,4.162100,4.175400,4.153700,4.167900,4.167900,0
2009-08-17,4.167300,4.186900,4.160300,4.171400,4.171400,0
2009-08-18,4.172000,4.179000,4.162900,4.168100,4.168100,0
2009-08-19,4.179000,4.187800,4.165500,4.184100,4.184100,0
2009-08-20,4.175800,4.190300,4.171000,4.185300,4.185300,0
2009-08-21,4.182800,4.189300,4.168300,4.180400,4.180400,0
2009-08-24,4.165800,4.184000,4.152200,4.172500,4.172500,0
2009-08-25,4.170100,4.183400,4.157400,4.164600,4.164600,0
2009-08-26,4.183400,4.183400,4.117800,4.172600,4.172600,0
2009-08-27,4.117800,4.183500,4.117800,4.172400,4.172400,0
2009-08-28,4.119100,4.119100,4.119100,4.119100,4.119100,0
2009-08-31,4.166000,4.175100,4.140800,4.174300,4.174300,0
2009-09-01,4.125300,4.182000,4.125300,4.174000,4.174000,0
2009-09-02,4.174600,4.199100,4.170300,4.195000,4.195000,0
2009-09-03,4.192500,4.197800,4.187600,4.194600,4.194600,0
2009-09-04,4.190600,4.204400,4.188800,4.196900,4.196900,0
2009-09-07,4.144800,4.199400,4.144800,4.197300,4.197300,0
2009-09-08,4.196700,4.198600,4.186300,4.192500,4.192500,0
2009-09-09,4.189800,4.206200,4.188900,4.198900,4.198900,0
2009-09-10,4.198300,4.229300,4.150000,4.150000,4.150000,0
2009-09-11,4.204500,4.237100,4.201200,4.233600,4.233600,0
2009-09-14,4.219700,4.252600,4.218300,4.222700,4.222700,0
2009-09-15,4.226200,4.229800,4.166800,4.217700,4.217700,0
2009-09-16,4.217500,4.219100,4.208400,4.210900,4.210900,0
2009-09-17,4.212900,4.218900,4.205800,4.213300,4.213300,0
2009-09-18,4.214800,4.221500,4.206500,4.216200,4.216200,0
2009-09-21,4.215600,4.223000,4.166900,4.166900,4.166900,0
2009-09-22,4.219100,4.222900,4.167500,4.207600,4.207600,0
2009-09-23,4.167500,4.209100,4.167500,4.180400,4.180400,0
2009-09-24,4.180900,4.186700,4.110400,4.110400,4.110400,0
2009-09-25,4.163300,4.181000,4.103500,4.103500,4.103500,0
2009-09-28,4.152700,4.170000,4.144100,4.154200,4.154200,0
2009-09-29,4.157400,4.157600,4.117400,4.138200,4.138200,0
2009-09-30,4.142800,4.176300,4.132100,4.164500,4.164500,0
2009-10-01,4.167700,4.229200,4.152900,4.209500,4.209500,0
2009-10-02,4.224600,4.224600,4.179000,4.179000,4.179000,0
2009-10-05,4.220100,4.225500,4.210800,4.212100,4.212100,0
2009-10-06,4.163800,4.215600,4.163800,4.212200,4.212200,0
2009-10-07,4.208600,4.220100,4.206900,4.219500,4.219500,0
2009-10-08,4.221600,4.233400,4.209700,4.225500,4.225500,0
2009-10-09,4.177400,4.237900,4.177400,4.230300,4.230300,0
2009-10-12,4.232300,4.236800,4.223000,4.225800,4.225800,0
2009-10-13,4.234600,4.254500,4.224600,4.241200,4.241200,0
2009-10-14,4.246100,4.253600,4.231400,4.245600,4.245600,0
2009-10-15,4.243400,4.252100,4.237500,4.248500,4.248500,0
2009-10-16,4.246500,4.249700,4.233700,4.238000,4.238000,0
2009-10-19,4.237900,4.255700,4.236100,4.237200,4.237200,0
2009-10-20,4.243000,4.248200,4.235800,4.243900,4.243900,0
2009-10-21,4.244300,4.247400,4.236200,4.241500,4.241500,0
2009-10-22,4.239500,4.247800,4.237300,4.246400,4.246400,0
2009-10-23,4.238300,4.247200,4.188400,4.241400,4.241400,0
2009-10-26,4.239100,4.244100,4.233500,4.237300,4.237300,0
2009-10-27,4.237500,4.246700,4.235400,4.242000,4.242000,0
2009-10-28,4.192000,4.279000,4.192000,4.200500,4.200500,0
2009-10-29,4.253600,4.263800,4.249200,4.254500,4.254500,0
2009-10-30,4.254500,4.262800,4.204300,4.204300,4.204300,0
2009-11-02,4.253800,4.262100,4.246600,4.260700,4.260700,0
2009-11-03,4.206300,4.261600,4.206300,4.261000,4.261000,0
2009-11-04,4.245600,4.261500,4.244500,4.260600,4.260600,0
2009-11-05,4.247700,4.261900,4.246600,4.260000,4.260000,0
2009-11-06,4.255200,4.262800,4.244700,4.260000,4.260000,0
2009-11-09,4.245500,4.261100,4.235900,4.245800,4.245800,0
2009-11-10,4.243700,4.250200,4.243700,4.244700,4.244700,0
2009-11-11,4.245200,4.245700,4.245200,4.245700,4.245700,0
2009-11-12,4.243700,4.256000,4.242500,4.249100,4.249100,0
2009-11-13,4.253700,4.254100,4.197600,4.197600,4.197600,0
2009-11-16,4.251100,4.251300,4.237700,4.238500,4.238500,0
2009-11-17,4.242400,4.249100,4.236000,4.240000,4.240000,0
2009-11-18,4.244900,4.249100,4.222300,4.227500,4.227500,0
2009-11-19,4.228600,4.249500,4.223600,4.225500,4.225500,0
2009-11-20,4.225300,4.239400,4.225300,4.232400,4.232400,0
2009-11-23,4.232900,4.234600,4.221100,4.223400,4.223400,0
2009-11-24,4.221100,4.229500,4.212200,4.217500,4.217500,0
2009-11-25,4.214800,4.220400,4.206500,4.210200,4.210200,0
2009-11-26,4.158400,4.243300,4.158400,4.239400,4.239400,0
2009-11-27,4.243200,4.251800,4.224100,4.224600,4.224600,0
2009-11-30,4.225200,4.234300,4.208900,4.215300,4.215300,0
2009-12-01,4.218700,4.233800,4.195900,4.195900,4.195900,0
2009-12-02,4.204600,4.233500,4.183400,4.192400,4.192400,0
2009-12-03,4.192200,4.213400,4.167100,4.202200,4.202200,0
2009-12-04,4.199100,4.220000,4.194500,4.214400,4.214400,0
2009-12-07,4.208900,4.235600,4.201800,4.223900,4.223900,0
2009-12-08,4.224200,4.227800,4.214900,4.226800,4.226800,0
2009-12-09,4.226000,4.241500,4.225000,4.240100,4.240100,0
2009-12-10,4.238100,4.240100,4.222700,4.231600,4.231600,0
2009-12-11,4.231900,4.250600,4.222400,4.230300,4.230300,0
2009-12-14,4.235100,4.249600,4.219500,4.236600,4.236600,0
2009-12-15,4.235200,4.247900,4.232600,4.240800,4.240800,0
2009-12-16,4.234800,4.250100,4.204900,4.239800,4.239800,0
2009-12-17,4.213100,4.241000,4.199500,4.204600,4.204600,0
2009-12-18,4.203200,4.212400,4.190900,4.199500,4.199500,0
2009-12-21,4.199800,4.210300,4.191700,4.207400,4.207400,0
2009-12-22,4.110700,4.219000,4.110700,4.209300,4.209300,0
2009-12-23,4.125600,4.215400,4.125600,4.186700,4.186700,0
2009-12-24,4.106500,4.106500,4.106500,4.106500,4.106500,0
2009-12-25,null,null,null,null,null,null
2009-12-28,4.197300,4.205300,4.181600,4.190700,4.190700,0
2009-12-29,4.190700,4.208500,4.189900,4.208500,4.208500,0
2009-12-30,4.208500,4.230800,4.205300,4.230000,4.230000,0
2009-12-31,4.140500,4.140500,4.140500,4.140500,4.140500,0
2010-01-01,null,null,null,null,null,null
2010-01-04,4.229900,4.236500,4.127400,4.127400,4.127400,0
2010-01-05,4.203700,4.225700,4.168000,4.173800,4.173800,0
2010-01-06,4.173800,4.176800,4.104400,4.147400,4.147400,0
2010-01-07,4.062200,4.168500,4.062200,4.155400,4.155400,0
2010-01-08,4.157400,4.165900,4.144900,4.155600,4.155600,0
2010-01-11,4.145300,4.159600,4.112600,4.119700,4.119700,0
2010-01-12,4.116600,4.134900,4.108700,4.130200,4.130200,0
2010-01-13,4.120000,4.129600,4.099500,4.115000,4.115000,0
2010-01-14,4.112200,4.124200,4.102200,4.122700,4.122700,0
2010-01-15,4.120100,4.126500,4.086500,4.098000,4.098000,0
2010-01-18,4.097300,4.102400,4.082800,4.093200,4.093200,0
2010-01-19,4.095200,4.113600,4.093200,4.107200,4.107200,0
2010-01-20,4.107400,4.131800,4.102100,4.124600,4.124600,0
2010-01-21,4.023900,4.136800,4.023900,4.126900,4.126900,0
2010-01-22,4.041400,4.147900,4.041400,4.142200,4.142200,0
2010-01-25,4.045500,4.137600,4.020700,4.020700,4.020700,0
2010-01-26,4.121700,4.129000,4.105300,4.109600,4.109600,0
2010-01-27,4.112100,4.124100,4.102400,4.120000,4.120000,0
2010-01-28,4.117600,4.128900,4.106900,4.127700,4.127700,0
2010-01-29,4.125500,4.132600,4.085400,4.093100,4.093100,0
2010-02-01,4.095300,4.099100,4.063300,4.068600,4.068600,0
2010-02-02,4.077400,4.101400,4.061800,4.075600,4.075600,0
2010-02-03,3.990000,4.111900,3.990000,4.093700,4.093700,0
2010-02-04,4.094600,4.131700,4.086600,4.119400,4.119400,0
2010-02-05,4.127800,4.138600,4.118000,4.131500,4.131500,0
2010-02-08,4.133000,4.145900,4.116300,4.127600,4.127600,0
2010-02-09,4.127200,4.142100,4.113000,4.118200,4.118200,0
2010-02-10,4.112100,4.124700,4.099600,4.106200,4.106200,0
2010-02-11,4.102900,4.108000,4.092500,4.103100,4.103100,0
2010-02-12,4.094100,4.120900,4.090200,4.115700,4.115700,0
2010-02-15,4.118300,4.118300,4.100000,4.110000,4.110000,0
2010-02-16,4.110600,4.128100,4.101900,4.109000,4.109000,0
2010-02-17,4.102400,4.116400,4.097300,4.108600,4.108600,0
2010-02-18,4.113700,4.127100,4.106300,4.120800,4.120800,0
2010-02-19,4.125500,4.126600,4.114400,4.119000,4.119000,0
2010-02-22,4.122000,4.126200,4.110300,4.113200,4.113200,0
2010-02-23,4.114200,4.124300,4.106700,4.114200,4.114200,0
2010-02-24,4.112400,4.122700,4.024900,4.115000,4.115000,0
2010-02-25,4.118000,4.125200,4.108600,4.113000,4.113000,0
2010-02-26,4.111300,4.119900,4.093400,4.098000,4.098000,0
2010-03-01,4.098600,4.109700,4.013500,4.099700,4.099700,0
2010-03-02,4.100700,4.100700,4.093600,4.094500,4.094500,0
2010-03-03,4.094000,4.097200,4.072700,4.075400,4.075400,0
2010-03-04,4.077100,4.088000,4.076600,4.077800,4.077800,0
2010-03-05,4.079400,4.085900,4.074400,4.080000,4.080000,0
2010-03-08,4.080100,4.086200,4.073200,4.080200,4.080200,0
2010-03-09,4.080200,4.091400,4.061800,4.089500,4.089500,0
2010-03-10,4.087700,4.089900,4.082700,4.084100,4.084100,0
2010-03-11,4.084500,4.091300,4.083900,4.083900,4.083900,0
2010-03-12,4.083800,4.087700,4.076900,4.080500,4.080500,0
2010-03-15,4.078500,4.081900,4.072300,4.076800,4.076800,0
2010-03-16,4.077200,4.085200,4.076800,4.079000,4.079000,0
2010-03-17,4.078400,4.078800,4.066200,4.071300,4.071300,0
2010-03-18,3.981600,4.080500,3.981600,4.071200,4.071200,0
2010-03-19,4.069200,4.075700,4.069200,4.070600,4.070600,0
2010-03-22,4.072500,4.082200,4.072500,4.073100,4.073100,0
2010-03-23,3.991700,4.075700,3.991700,4.058600,4.058600,0
2010-03-24,4.060700,4.077600,4.042900,4.052700,4.052700,0
2010-03-25,3.967800,4.063700,3.967800,4.050900,4.050900,0
2010-03-26,4.050500,4.061500,4.050500,4.059500,4.059500,0
2010-03-29,4.059500,4.064500,4.052700,4.055300,4.055300,0
2010-03-30,3.967400,4.065800,3.967400,4.064000,4.064000,0
2010-03-31,4.062600,4.090700,4.060200,4.090700,4.090700,0
2010-04-01,4.081000,4.100800,4.081000,4.095200,4.095200,0
2010-04-02,4.006200,4.006200,4.006200,4.006200,4.006200,0
2010-04-05,4.006200,4.006200,4.006200,4.006200,4.006200,0
2010-04-06,4.006200,4.094700,4.006200,4.082800,4.082800,0
2010-04-07,4.085000,4.085000,4.077800,4.084200,4.084200,0
2010-04-08,3.990100,4.120700,3.990100,4.111700,4.111700,0
2010-04-09,4.108500,4.136100,4.097700,4.121900,4.121900,0
2010-04-12,4.118100,4.133500,4.108500,4.116700,4.116700,0
2010-04-13,4.116700,4.136700,4.040900,4.040900,4.040900,0
2010-04-14,4.131100,4.135500,4.121200,4.130000,4.130000,0
2010-04-15,4.129400,4.134600,4.124300,4.127800,4.127800,0
2010-04-16,4.132100,4.142100,4.046500,4.046500,4.046500,0
